Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
10,parameters/encoder.roberta.encoder.layer.0.attention.output.LayerNorm.weight,7.463690599634746e-09,6.5193422023334105e-18,9.692471411525964e-10,9.412107287437176e-09,0.6156525901945613,0.0974861908782125,1.6636439663317535,3.2598661392288713,0.08662933373815312,3.4636460783446235e-09,2.5533002569876913e-09
11,parameters/encoder.roberta.encoder.layer.0.intermediate.dense.weight,4.2386454234775416e-08,2.3767393773953806e-16,9.286955090556363e-09,6.069133541913694e-08,-0.0113346586189311,0.0607580357729595,2.6712371021420855,9.421557482282434,0.0,4.910652456582747e-08,1.5416677260017417e-08
12,parameters/encoder.roberta.encoder.layer.0.output.dense.weight,2.492134648337539e-05,6.388953146806217e-11,9.636288104692461e-06,3.5031745686172394e-05,-0.000112760096662,0.0509716953262455,4.429323518416947,23.453776658001757,0.0,3.452308303503407e-05,7.993092734859403e-06
13,parameters/encoder.roberta.encoder.layer.0.output.LayerNorm.weight,1.9964444201163254e-06,1.2348030985582263e-13,9.644882220771656e-07,2.07640977009262e-06,0.5109690259462994,0.1123735305669006,0.42289687318806146,0.015451647915009303,0.025395919178523685,1.3406151509858956e-06,3.513976520351589e-07
14,parameters/encoder.roberta.encoder.layer.1.attention.self.query.weight,2.432180634309506e-07,2.653924597533948e-14,1.044853995521813e-07,6.808745341567705e-07,0.0001951886705329,0.0759863889472458,1.4231591738345297,2.2717357689608866,0.0,6.480640655363513e-07,1.6290870441857754e-07
15,parameters/encoder.roberta.encoder.layer.1.attention.self.key.weight,3.4319505519423612e-06,5.770068788971224e-13,1.067001569834083e-06,3.8125685063337382e-06,-3.776269572425157e-05,0.0745593718141202,2.064352546472128,4.48990347116809,0.0,3.307238507404421e-06,7.596096885224165e-07
16,parameters/encoder.roberta.encoder.layer.1.attention.self.value.weight,3.873515204717862e-08,1.3284333642126135e-16,9.636835968742447e-09,4.958012829996442e-08,0.0001040482220213,0.0421736568456787,1.6656315965040929,3.1028604465722776,0.0,4.3269030309296044e-08,1.1525768365764663e-08
17,parameters/encoder.roberta.encoder.layer.1.attention.output.dense.weight,1.473600903066294e-08,5.811303569499708e-16,1.0658134038962839e-08,1.0511081265062835e-07,-9.920277029305042e-06,0.039764444603185,2.897395874469607,12.090562019654387,0.0,9.919694781822574e-08,2.410664549351425e-08
18,parameters/encoder.roberta.encoder.layer.1.attention.output.LayerNorm.weight,2.386895183038761e-06,3.0775629692141943e-13,9.125972241938455e-07,2.6662461462544363e-06,0.6438848846203952,0.1354366076190484,0.5053230737062708,-0.4504115500597816,0.08720105553095546,1.7996852539102672e-06,5.547578723383917e-07
19,parameters/encoder.roberta.encoder.layer.1.intermediate.dense.weight,3.096399182487242e-07,5.454578013235594e-15,1.0884453051056518e-07,4.003232239020503e-07,-0.0143675512643725,0.0644239113303974,2.6303940397463164,8.860554640486361,0.03968681461251125,2.735364027265643e-07,7.385511501064496e-08
20,parameters/encoder.roberta.encoder.layer.1.output.dense.weight,2.168605009668049e-06,1.5507732663483036e-12,1.071070360586459e-06,5.520315135610077e-06,5.649138364106832e-05,0.0527436002953514,4.535639902377764,24.468859171449864,0.0,1.1125890213446605e-06,1.245300472315137e-06
21,parameters/encoder.roberta.encoder.layer.1.output.LayerNorm.weight,5.0881405635586375e-09,3.68845676280108e-18,1.0182459481264184e-09,8.350267146949896e-09,0.563354952842928,0.1337718840011416,-0.008589053194062196,-0.7831517963119331,0.0,2.514239546540906e-09,1.920535540624302e-09
22,parameters/encoder.roberta.encoder.layer.2.attention.self.query.weight,1.0079674560782405e-08,4.53421995959814e-16,9.721061180559642e-09,7.829465218878273e-08,-0.0015558327343114,0.0693338446486832,1.2914739156565544,2.2830415739504635,0.07305736758711145,4.7726363486561725e-08,2.129370789599158e-08
23,parameters/encoder.roberta.encoder.layer.2.attention.self.key.weight,3.973029645153767e-06,6.3787180594226856e-12,1.0403268424906519e-06,1.0010712868510279e-05,6.384512236459904e-05,0.0683007588039099,1.628789539395403,3.8149759622911312,0.0,4.340897416374033e-06,2.5256124127471904e-06
24,parameters/encoder.roberta.encoder.layer.2.attention.self.value.weight,3.5778935984823657e-06,8.815280745162924e-13,1.0543340371884895e-06,4.549225505297032e-06,-0.0003400633170984,0.0463167858432113,2.213751489061605,5.878435143866954,0.0,2.6221795038143103e-06,9.388972651554017e-07
25,parameters/encoder.roberta.encoder.layer.2.attention.output.dense.weight,4.5599069203413163e-07,3.266560917647536e-14,9.346028327951237e-08,6.785743045131605e-07,3.742173555552434e-05,0.0414278927484812,2.9602007020726644,11.205042916400082,0.0,9.534333443840178e-08,1.8073629734083677e-07
26,parameters/encoder.roberta.encoder.layer.2.attention.output.LayerNorm.weight,1.1587196194103483e-09,1.755639421988475e-18,9.047299163692004e-10,4.821084978351928e-09,0.7251724091474895,0.1598234007989121,0.27274418263846534,-1.101282950856774,0.0,3.4203047411888553e-09,1.3250054422486255e-09
27,parameters/encoder.roberta.encoder.layer.2.intermediate.dense.weight,2.6352005486691636e-07,3.264010511015058e-14,9.971525439329101e-08,7.068028064381748e-07,-0.0120867382125935,0.0654896861363612,2.2182317002648344,5.811508386996595,0.0,5.884140556325492e-07,1.8066572754717643e-07
28,parameters/encoder.roberta.encoder.layer.2.output.dense.weight,3.0375848133537615e-09,8.2675042173269e-19,9.708444894500912e-10,3.891285358272297e-09,-3.7825709321953616e-05,0.0529898501126537,3.462134560990436,15.422183970379544,0.0,3.2630896992214287e-09,9.09258171111313e-10
29,parameters/encoder.roberta.encoder.layer.2.output.LayerNorm.weight,1.1734340184391917e-07,8.134751425857495e-15,9.300404211982918e-08,3.677133162407573e-07,0.6014426031130518,0.1366549772009035,0.24281717369810474,0.28153576558341176,0.07134581394998796,2.1223318715587977e-07,9.019285684497135e-08
30,parameters/encoder.roberta.encoder.layer.3.attention.self.query.weight,4.727860866838459e-06,5.506995168890584e-12,1.0419184635053681e-06,9.791970539734063e-06,4.245785264334211e-05,0.0730500181582212,1.3306210431725036,2.4547755422267175,0.019485993823406236,6.664397421810576e-06,2.346698781030617e-06
31,parameters/encoder.roberta.encoder.layer.3.attention.self.key.weight,5.1995909065241805e-08,5.201259908293187e-16,9.769376003196309e-09,8.360847467365842e-08,-0.0001044009550747,0.0706972257171937,1.7371503408837017,3.353211661393816,0.03581165129729558,3.811125521395509e-08,2.2806270866349867e-08
32,parameters/encoder.roberta.encoder.layer.3.attention.self.value.weight,1.1495463955716553e-07,4.715176484109468e-17,9.610872524147637e-08,1.1876831560432967e-07,0.0003005280908609,0.0468599119080456,2.1792291663920147,5.311256452489554,0.0,9.665690070140936e-08,6.8667142681995065e-09
33,parameters/encoder.roberta.encoder.layer.3.attention.output.dense.weight,2.8500990006757948e-08,3.9927638995952584e-17,9.385621662898689e-09,3.12885731570689e-08,-3.604736994115997e-05,0.0434356040770066,2.6728874277630816,8.591699045462418,0.0,1.8796373991459362e-08,6.3188320911346095e-09
34,parameters/encoder.roberta.encoder.layer.3.attention.output.LayerNorm.weight,1.4419253572482256e-06,1.428418463188723e-12,1.0678142765868554e-06,5.709303787424994e-06,0.7534604913671498,0.1650337278590578,0.2658093130152637,-0.4570966812323962,0.0,1.6873601684624225e-06,1.1951646176107803e-06
35,parameters/encoder.roberta.encoder.layer.3.intermediate.dense.weight,5.354341771042721e-07,4.226063211862811e-14,1.028846752904432e-07,8.117205896805587e-07,-0.0102338210180238,0.0642531832515033,1.920363212670386,6.003356715063001,0.04417711965159097,2.1552449162440725e-07,2.0557390913884988e-07
36,parameters/encoder.roberta.encoder.layer.3.output.dense.weight,1.0862262706361758e-07,2.986720599808415e-16,9.243444040715284e-08,1.4980130128859062e-07,-4.967977173481456e-05,0.0523298965353802,4.189849712828532,20.368963598538304,0.0,9.570749065806609e-08,1.7282131233758224e-08
37,parameters/encoder.roberta.encoder.layer.3.output.LayerNorm.weight,2.2711418082928595e-05,5.113398302009206e-11,1.0811050259940848e-05,3.727160967612485e-05,0.6169147743106195,0.1365309746571016,0.013282122569293904,-0.9107517755268754,0.013546738931787084,3.090515310319827e-05,7.150802963310628e-06
38,parameters/encoder.roberta.encoder.layer.4.attention.self.query.weight,1.0725328176275526e-07,2.744259434999297e-16,9.944509946485118e-08,1.5552008590953482e-07,0.0009779158548642,0.0744540422819801,1.502591598883172,2.275246463502925,0.02338689756846888,1.5027356737409255e-07,1.656580645486146e-08
39,parameters/encoder.roberta.encoder.layer.4.attention.self.key.weight,1.0711577559058999e-07,2.7669235240859668e-17,9.007223133476087e-08,1.0776336972061035e-07,8.675807320597683e-05,0.0716491439088896,1.7451745673506853,3.83871528615878,0.04875560370546204,1.0181542653199283e-07,5.260155438849661e-09
40,parameters/encoder.roberta.encoder.layer.4.attention.self.value.weight,3.394785989399153e-09,5.105359495026676e-19,1.029462758452051e-09,3.439867572501317e-09,-0.000289280431894,0.0484593440954667,1.2538486622942688,2.5352241960041173,0.0,2.791037130649732e-09,7.145179840302605e-10
41,parameters/encoder.roberta.encoder.layer.4.attention.output.dense.weight,3.354967280397308e-08,1.5591309684982578e-16,9.475060014179048e-09,4.9037153399272826e-08,1.189333337647505e-05,0.0435317783055219,2.4285891063779905,8.228946907743495,0.015922859991526716,4.792962563587077e-08,1.248651660191207e-08
42,parameters/encoder.roberta.encoder.layer.4.attention.output.LayerNorm.weight,2.0502146231343482e-08,3.936722091910287e-17,9.041206504740454e-09,2.946257920358653e-08,0.7836652314290401,0.1593648459824354,0.08999339745536195,-0.5812983842080856,0.0,2.6411954045537537e-08,6.2743303163846e-09
43,parameters/encoder.roberta.encoder.layer.4.intermediate.dense.weight,1.3603482125576426e-06,3.1118260540825854e-14,1.0220320339310035e-06,1.644465135839944e-06,-0.0095247338429308,0.0609355466553567,2.306615871054768,6.628822133368933,0.013724682794101396,1.462612029139745e-06,1.7640368630169225e-07
44,parameters/encoder.roberta.encoder.layer.4.output.dense.weight,7.018045682762444e-07,6.047315460667585e-14,1.0483710002982928e-07,9.971353611456645e-07,0.0001100690043082,0.0503631681559557,5.2783953356619335,32.60325806248543,0.025079388730863753,8.6326864599331e-07,2.459129004478534e-07
45,parameters/encoder.roberta.encoder.layer.4.output.LayerNorm.weight,1.4548860881555352e-07,2.855993740892183e-16,1.002018497097506e-07,1.563607732785754e-07,0.6545842338042951,0.127847026424967,-0.3319141120896933,-0.6143649375507946,0.04614064790163097,1.2898344679086396e-07,1.689968562101728e-08
46,parameters/encoder.roberta.encoder.layer.5.attention.self.query.weight,1.6883711107265324e-06,4.635915315319395e-13,9.546346552167368e-07,3.176630359123605e-06,-0.0001046638364969,0.070590131225837,1.7049871470215252,3.011026032213559,0.08025977845263368,1.3206114649494648e-06,6.808755624429029e-07
47,parameters/encoder.roberta.encoder.layer.5.attention.self.key.weight,2.6093682819520784e-08,5.76911344280376e-16,9.027808520773432e-09,8.049407760441548e-08,6.835768378252172e-05,0.0680477883751661,1.8402878745147446,4.248397418171971,0.08050954524944881,7.124480050352465e-08,2.4018978835087388e-08
48,parameters/encoder.roberta.encoder.layer.5.attention.self.value.weight,1.6593417638288297e-06,2.976487498196686e-14,1.082013825206374e-06,1.716984248103422e-06,0.00013218339069,0.0513206696595444,1.3723660432168494,2.947923961299048,0.07078775317041999,1.3765965277361107e-06,1.7252499813640593e-07
49,parameters/encoder.roberta.encoder.layer.5.attention.output.dense.weight,6.183844251998367e-08,4.198961668084689e-16,9.176617722300234e-09,7.707375562040782e-08,4.277791706319392e-06,0.0449579236140381,2.412798011380933,8.181742432630488,0.0,3.500604743124032e-08,2.0491368104850122e-08
50,parameters/encoder.roberta.encoder.layer.5.attention.output.LayerNorm.weight,5.181666899924428e-07,3.634465281633569e-14,9.37318220223909e-08,7.625730256733047e-07,0.7931175937216413,0.1546967895656804,0.05613929691712005,-0.5686089785532666,0.0,4.800500640791268e-07,1.906427360702099e-07
51,parameters/encoder.roberta.encoder.layer.5.intermediate.dense.weight,1.9831567583470495e-05,1.9144982366664242e-11,9.320681116512006e-06,2.2570899926682855e-05,-0.0074673674207461,0.057875513398602,2.481025663592023,7.134475942604039,0.0,1.8541496702053576e-05,4.375497956423273e-06
52,parameters/encoder.roberta.encoder.layer.5.output.dense.weight,2.8972115233500374e-05,6.934682449420398e-10,1.0391046365523596e-05,0.00010236940138577092,0.0002828327920922,0.04813011779609,4.9330135994968645,30.55649591527623,0.0,2.3333461247833786e-05,2.6333785237637974e-05
53,parameters/encoder.roberta.encoder.layer.5.output.LayerNorm.weight,1.3356249646815626e-07,1.3549056342006484e-14,1.0036552354480294e-07,4.981051372669928e-07,0.6496561733268508,0.1307489597277522,0.2549269750988476,0.09592623020473898,0.07874954289462002,3.450939223600923e-07,1.1640041383949838e-07
54,parameters/encoder.roberta.encoder.layer.6.attention.self.query.weight,3.176808072869737e-07,1.2193976799608162e-14,9.047440499872116e-08,4.3064448928310073e-07,4.152887706254679e-05,0.0699959691787186,1.600421833360342,3.226296907457037,0.051238911013272076,4.252392951704943e-07,1.1042634105868111e-07
55,parameters/encoder.roberta.encoder.layer.6.attention.self.key.weight,1.998495000538863e-06,1.8106683029904847e-13,1.0997058261714052e-06,2.7053870200190056e-06,-3.5722235319720105e-05,0.0676760636402337,1.6550823878496854,4.048533750651596,0.0,1.1199494838975395e-06,4.2551948286658796e-07
56,parameters/encoder.roberta.encoder.layer.6.attention.self.value.weight,7.1398641651174584e-06,3.2052099419125253e-12,1.073699059314933e-06,8.142362901450531e-06,-1.1008299063884234e-06,0.0503627604184106,1.911706123705405,3.715886133074442,0.0,2.398451092141851e-06,1.7903100127945785e-06
57,parameters/encoder.roberta.encoder.layer.6.attention.output.dense.weight,2.8191526220504666e-06,1.676337711929091e-12,9.564492941562225e-07,5.012283133426472e-06,2.2622199139802563e-05,0.044944080396327,2.6448710095973955,8.15702747983543,0.005472762206095228,4.288872027483381e-06,1.294734610616821e-06
58,parameters/encoder.roberta.encoder.layer.6.attention.output.LayerNorm.weight,2.185053548034954e-06,1.7657124158211104e-13,9.534600445610575e-07,2.4445326715689174e-06,0.7852141991800935,0.1454492201969891,0.165794306410129,-0.5131978409839218,0.0,2.0151246603221026e-06,4.20203809575914e-07
59,parameters/encoder.roberta.encoder.layer.6.intermediate.dense.weight,3.610008970158796e-08,1.4472379555151684e-16,9.919774775924594e-09,5.012619730365435e-08,-0.0092098278112727,0.060007831934991,2.5025949329019275,6.343567037048387,0.08739533565416968,4.002740287976343e-08,1.2030120346510122e-08
60,parameters/encoder.roberta.encoder.layer.6.output.dense.weight,1.9486500864133687e-06,6.2057450708838215e-12,9.223777050430429e-07,9.050318796547606e-06,0.0002538515967199,0.0502949086527184,5.490876192281068,39.01045682372434,0.0,6.076647648751531e-06,2.4911332904691834e-06
61,parameters/encoder.roberta.encoder.layer.6.output.LayerNorm.weight,1.3281069466366398e-07,2.267657896399967e-15,9.783005367462608e-08,2.518079971452048e-07,0.6689121995780923,0.1337270935841199,-0.35363803750067546,-0.8593121278619866,0.0,2.2959471695208924e-07,4.761993171351642e-08
62,parameters/encoder.roberta.encoder.layer.7.attention.self.query.weight,1.8980122168327085e-07,1.8207074817218418e-14,9.580508980955713e-08,5.378395018067803e-07,6.062533815187235e-07,0.0751172360038982,1.436984301430163,2.431079957071251,0.0,2.307629152596711e-07,1.3493359410175965e-07
63,parameters/encoder.roberta.encoder.layer.7.attention.self.key.weight,7.360432132108295e-07,5.077896198027325e-14,1.0248315467289848e-07,9.060372080402797e-07,-1.999826519573251e-05,0.0729838416881349,1.7577071097115962,3.3629855479580093,0.03426805900245096,7.180576109998179e-07,2.253418779993485e-07
64,parameters/encoder.roberta.encoder.layer.7.attention.self.value.weight,3.118085387972786e-05,1.9316286028280362e-10,9.579569106018144e-06,5.789858689469598e-05,-0.0001384314175444,0.0443234555441302,1.6224353783662262,3.213261744909965,0.0,1.4942471243300247e-05,1.3898304223278598e-05
65,parameters/encoder.roberta.encoder.layer.7.attention.output.dense.weight,4.511897393843314e-07,5.674531082845086e-14,9.569832202221457e-08,9.370016935251771e-07,1.953889443484899e-05,0.039087298509953,2.5491037698901207,8.861707896175217,0.0,1.8884793048245237e-07,2.3821274279192309e-07
66,parameters/encoder.roberta.encoder.layer.7.attention.output.LayerNorm.weight,7.617068873110565e-05,5.077364202603282e-10,9.478955810866467e-06,8.27046012359015e-05,0.8051789876384037,0.1374376907114736,-0.07680715931286544,-0.47397396093975386,0.022476160856635577,3.087682434140056e-05,2.2533007350558607e-05
67,parameters/encoder.roberta.encoder.layer.7.intermediate.dense.weight,6.062010245425992e-09,3.4368052055595666e-18,9.436102532292625e-10,7.1148580428057966e-09,-0.0076559522379477,0.0605365332846163,2.198324483520897,7.610021897721005,0.014155550809719376,2.8243047770019654e-09,1.8538622401784784e-09
68,parameters/encoder.roberta.encoder.layer.7.output.dense.weight,1.9643513726801793e-08,1.682746111675656e-16,9.0226868714583e-09,5.2929664291232126e-08,-0.0006588076272084,0.0546666985913124,4.819426396251664,29.7148546056635,0.09372666787629508,1.326122367455935e-08,1.297207042717413e-08
69,parameters/encoder.roberta.encoder.layer.7.output.LayerNorm.weight,3.031736565126939e-07,6.154337663722366e-15,1.0145878114680115e-07,3.7287525227457316e-07,0.7001070789507743,0.1177841863660798,0.18456754441014786,-0.5712595099109319,0.0,1.8286176801580372e-07,7.84495867657846e-08
70,parameters/encoder.roberta.encoder.layer.8.attention.self.query.weight,1.992124590221806e-06,2.6211547929654694e-12,1.0013309275613756e-06,6.34743087296676e-06,0.0003352391902891,0.0678050763640417,1.3311636799108169,2.522242167437651,0.04652786948396692,5.771669264150858e-06,1.6189980830641738e-06
71,parameters/encoder.roberta.encoder.layer.8.attention.self.key.weight,5.616805143468588e-06,2.0084345804158427e-12,1.023405095920355e-06,6.391432460575271e-06,-0.0001140602235522,0.0664901459710272,1.7526950189287491,4.162202269259578,0.0,6.366940922639428e-06,1.4171924994212474e-06
72,parameters/encoder.roberta.encoder.layer.8.attention.self.value.weight,2.014104533840589e-06,7.86917018343972e-14,1.0377086560359893e-06,2.111111349251832e-06,-0.0001314638711713,0.0460467139593692,1.517316940093364,2.7976833739556293,0.07813092243548635,1.1384553183433062e-06,2.805204125093167e-07
73,parameters/encoder.roberta.encoder.layer.8.attention.output.dense.weight,2.6229319321646155e-06,2.001727059714249e-12,1.0593314650094631e-06,5.9926562818256915e-06,-1.44235682614567e-05,0.0397228802413713,2.7621078024380967,8.707547903265903,0.0,3.1827696901839457e-06,1.4148240384281889e-06
74,parameters/encoder.roberta.encoder.layer.8.attention.output.LayerNorm.weight,3.6320026637901356e-07,1.3431575999536094e-14,1.0320586671258684e-07,5.150406347159764e-07,0.8202462571013406,0.1274096201927007,0.20684236149782304,-1.0318537593328934,0.029731229838544173,3.532264625215005e-07,1.158946763209428e-07
75,parameters/encoder.roberta.encoder.layer.8.intermediate.dense.weight,1.3342861767305722e-08,7.18682300002808e-18,9.154979942626263e-09,1.774256375573767e-08,-0.0097034938058252,0.0590996329857824,2.7266947006052065,8.035057747336237,0.0,1.245700319586683e-08,2.6808250595717877e-09
76,parameters/encoder.roberta.encoder.layer.8.output.dense.weight,1.3844542823242852e-07,1.4728259505483368e-14,1.0462963605858876e-07,5.813635380427789e-07,-0.0003363722775243,0.0532158063514446,5.081406050856003,29.577184272362874,0.022763796727436558,4.0692852520053256e-07,1.2136004081032345e-07
77,parameters/encoder.roberta.encoder.layer.8.output.LayerNorm.weight,2.352660260679995e-07,1.5119257530669927e-15,1.0576882386695212e-07,2.3906048086816416e-07,0.7290809151600112,0.1044567410021125,-0.33474052046880975,-1.007244107244266,0.0947724028696146,1.426658616340988e-07,3.8883489466185936e-08
78,parameters/encoder.roberta.encoder.layer.9.attention.self.query.weight,2.146842948864075e-08,5.854940696453811e-17,9.314097156313537e-09,3.284289381147402e-08,4.886740605817174e-06,0.0666368758297405,1.5211333174559185,2.4555924846289567,0.05754879433837426,1.4184383443518638e-08,7.651758423038335e-09
79,parameters/encoder.roberta.encoder.layer.9.attention.self.key.weight,1.9382700037169707e-08,7.828541505758968e-18,1.0887326604259436e-08,2.147233160628982e-08,0.0001054728302025,0.0656923598400198,1.8891261500225311,3.920039509531611,0.0,1.4474168272501383e-08,2.7979530921298463e-09
80,parameters/encoder.roberta.encoder.layer.9.attention.self.value.weight,2.954249644638987e-08,1.0804945798451355e-16,9.21802394240579e-09,4.215527134298268e-08,0.0001962945288293,0.0437032204800367,1.3775005937216176,2.249799220385269,0.017221070283111817,1.2086619949158863e-08,1.0394684121439842e-08
81,parameters/encoder.roberta.encoder.layer.9.attention.output.dense.weight,5.390554034458627e-07,1.6195404648230956e-14,9.964033042915482e-08,5.422346295545742e-07,1.94073869581012e-05,0.0385479078635893,2.19707441658948,6.646631543773112,0.06513730717065112,4.104560567856211e-07,1.272611670865506e-07
82,parameters/encoder.roberta.encoder.layer.9.attention.output.LayerNorm.weight,3.9463725564559426e-07,1.2521293598730774e-14,1.0837686635857694e-07,5.092834516600908e-07,0.8358774468845995,0.1157458946614363,-0.09963090192001589,-1.241951653444005,0.0,4.7224409417560896e-07,1.1189858622310997e-07
83,parameters/encoder.roberta.encoder.layer.9.intermediate.dense.weight,6.105488579065913e-06,3.895663899255492e-12,1.0704800189205752e-06,8.982167196297768e-06,-0.0096372394535785,0.0541424680423519,2.421619049723325,9.273106360121965,0.07407936192332368,1.0828626415951977e-06,1.97374362551358e-06
84,parameters/encoder.roberta.encoder.layer.9.output.dense.weight,3.1345982742960124e-09,3.124189066759827e-18,9.296349981639667e-10,6.6741371148858445e-09,0.0004309104168227,0.0507270085497045,5.373375634108331,37.78122065324941,0.0,1.5873094773720467e-09,1.7675375715270736e-09
85,parameters/encoder.roberta.encoder.layer.9.output.LayerNorm.weight,1.6050059802467993e-08,3.6808959664999883e-16,1.0408159021189589e-08,8.077358419454054e-08,0.720347707373245,0.0826859826398183,0.3036126913442604,-0.11813812931376341,0.0,1.5404643526638784e-08,1.9185661225248373e-08
86,parameters/encoder.roberta.encoder.layer.10.attention.self.query.weight,1.0401961144643556e-07,9.780659813292e-15,1.0069661292133784e-07,4.286936679543895e-07,-0.000357493490526,0.0667074052340103,1.3715603413323612,2.889972804338822,0.0,2.9541560412632985e-07,9.889721843050996e-08
87,parameters/encoder.roberta.encoder.layer.10.attention.self.key.weight,7.0042855410067e-07,3.058241996717445e-14,1.0180400618337363e-07,7.651342229207687e-07,-4.626497788395336e-05,0.0645173706528137,1.6313555778200313,2.8154699872129325,0.08247440335704502,1.817740466659506e-07,1.7487830044683777e-07
88,parameters/encoder.roberta.encoder.layer.10.attention.self.value.weight,2.6493064004292976e-08,1.0867205479945516e-16,9.30894332474238e-09,4.466718040239234e-08,-0.0002295881824952,0.0456764156255555,1.341420100550159,2.181682562071338,0.07932174411265303,1.9741062613535654e-08,1.0424588951102827e-08
89,parameters/encoder.roberta.encoder.layer.10.attention.output.dense.weight,2.84447174894548e-08,8.205913112070681e-17,9.435631079020194e-09,3.85776359651295e-08,-2.1322360426338786e-05,0.0413487074960215,2.2270717774474686,6.495276626262821,0.0,3.0685208416007566e-08,9.058649519697008e-09
90,parameters/encoder.roberta.encoder.layer.10.attention.output.LayerNorm.weight,2.7171769142200244e-07,5.18131445199075e-15,9.193799820204795e-08,3.1979994333420066e-07,0.8036215130705383,0.0807299328178243,0.5072360251405482,0.4498177916178817,0.06969445321266332,1.6173518785388677e-07,7.198134794508053e-08
91,parameters/encoder.roberta.encoder.layer.10.intermediate.dense.weight,3.7563095440323163e-06,6.224712504149086e-12,1.0346361048182166e-06,9.570091294367084e-06,-0.0074943658209432,0.0499153099567255,2.852160982358158,9.146668679938433,0.006470711070682933,4.713291141867293e-06,2.4949373747950237e-06
92,parameters/encoder.roberta.encoder.layer.10.output.dense.weight,1.9508716903752206e-07,3.411476966297859e-14,9.592218298129038e-08,6.902219923226625e-07,1.2296286298535408e-05,0.0467527333033312,4.695796975188015,25.152616867120805,0.09771068496586321,3.1851889232560897e-07,1.8470183990144386e-07
93,parameters/encoder.roberta.encoder.layer.10.output.LayerNorm.weight,1.9736842969255995e-06,1.5040623092300777e-13,1.0399952321077033e-06,2.4857318380910635e-06,0.7203955051178731,0.0694785391721857,-0.13193138557371759,-0.8540056675288529,0.0716762874580071,1.076785990143723e-06,3.878224218930717e-07
94,parameters/encoder.roberta.encoder.layer.11.attention.self.query.weight,2.6910309884066674e-09,7.333620180542479e-19,9.978748895975004e-10,3.7928800013422505e-09,0.0001774048330137,0.0681766388075035,1.6129350578232668,2.861396908205309,0.08645836494486399,2.8904305389247263e-09,8.563655866826083e-10
95,parameters/encoder.roberta.encoder.layer.11.attention.self.key.weight,4.2410170190534756e-05,3.452669506771688e-10,1.0581459215208564e-05,7.612797100829536e-05,-7.673381010900008e-06,0.0672146966660593,1.4096646275587275,3.273310309532736,0.0,1.9794215962136934e-05,1.8581360302119134e-05
